,0
0,19705916
1,7211672
2,33084390
3,13440415
4,1120206
5,9348187
6,11047369
7,9200471
8,27641236
9,5080891
10,32557685
11,17728168
12,10192728
13,17008052
14,16832097
15,13258930
16,19412876
17,10625685
18,14207471
19,17844602
20,5579851
21,14130982
22,27679526
23,19233819
24,6510765
25,16988185
26,31444530
27,22919743
28,36441465
29,8054020
30,20308325
31,15576723
32,2472912
33,28364768
34,14154760
35,14252146
36,28486283
37,11028588
38,7888252
39,24740962
40,6529415
41,35954781
42,36956662
43,24516742
44,12306147
45,21616175
46,7986295
47,4531293
48,18904204
49,21160955
50,34231385
51,27516783
52,13599039
53,2182599
54,18934867
55,23485996
56,23172028
57,15399770
58,14332353
59,22478047
60,6174125
61,14179889
62,10072249
63,4236335
64,2719216
65,2880082
66,17462477
67,12435736
68,20709415
69,3076128
70,6638962
71,9827883
72,36795054
73,32855589
74,7640229
75,33117710
76,23222999
77,20216186
78,4966828
79,24417253
80,19146600
81,7675354
82,5152446
83,18001616
84,24154705
85,4367050
86,5133450
87,31088941
88,25463334
89,28874964
90,37021691
91,36060327
92,22712718
93,20758017
94,14301886
95,18472382
96,19639507
97,20263705
98,15799601
99,25559577
100,1596316
101,36792772
102,16948901
103,8107807
104,27279160
105,4573279
106,26957206
107,31823755
108,13436901
109,19475810
110,5038019
111,19613675
112,10873036
113,28376754
114,2226807
115,36847837
116,29151528
117,174578
118,35768982
119,7530878
120,30824192
121,8512582
122,34865188
123,23293623
124,1300818
125,35703307
126,20344676
127,14920519
128,33791539
129,6834912
130,7563789
131,890006
132,36040798
133,7814925
134,33152203
135,3337536
136,20518436
137,10966905
138,25976043
139,21642626
140,16534665
141,34561573
142,23662710
143,16604431
144,37662042
145,27423964
146,33716147
147,18121431
148,24907646
149,85714
150,7227165
151,18022479
152,26063345
153,29244
154,9621775
155,12880198
156,17439926
157,10618802
158,6099373
159,2957808
160,6424638
161,13561564
162,15874784
163,35006783
164,15550162
165,26297231
166,31543653
167,22033308
168,9782942
169,23130676
170,24235953
171,8512559
172,8671936
173,17281129
174,5155805
175,17668401
176,31736261
177,26740441
178,29584884
179,23707794
180,13111150
181,23615157
182,26879472
183,32301717
184,7017838
185,34525906
186,10141725
187,11154125
188,15896409
189,4491416
190,15397620
191,6147033
192,18351897
193,31859012
194,1971121
195,35039593
196,8930796
197,5765310
198,16748705
199,9846582
200,1924392
201,29285073
202,15233016
203,22739041
204,32895192
205,13489271
206,13964999
207,29284
208,18374403
209,13547474
210,12908991
211,22811978
212,14406788
213,26082583
214,2773192
215,21540462
216,16259072
217,12820939
218,21242835
219,24841910
220,35061377
221,2013024
222,31803603
223,20282151
224,6960332
225,10305170
226,5441875
227,33054989
228,19930168
229,3621687
230,7619635
231,30380143
232,27017585
233,9961212
234,19311743
235,10034242
236,8955801
237,3103482
238,7643907
239,9064370
240,26763179
241,16575907
242,9724487
243,33896936
244,20317163
245,33868527
246,5482459
247,2740089
248,29345686
249,36480813
250,9154885
251,6172241
252,32230273
253,10005830
254,32316943
255,36939901
256,29863014
257,17877313
258,7753621
259,29296421
260,28971650
261,5378087
262,24269780
263,20206271
264,2423174
265,13342457
266,16615377
267,12057630
268,37258659
269,32634695
270,35491933
271,5472051
272,35688859
273,18949057
274,12430459
275,30679666
276,35314363
277,15192077
278,2417700
279,27956772
280,11672994
281,20480703
282,12192720
283,25859043
284,12606128
285,291674
286,21187361
287,22779912
288,29594263
289,16695467
290,32717818
291,31911740
292,14527132
293,157228
294,36602999
295,24912574
296,4641799
297,32174734
298,17588666
299,4546625
300,30449734
301,34401542
302,6322311
303,8780917
304,35164837
305,20169835
306,30592953
307,35191118
308,26604599
309,32848069
310,10939293
311,36203707
312,20081146
313,2638389
314,35161667
315,23409577
316,5930806
317,21896237
318,9472823
319,5937981
320,28169434
321,8043191
322,34281530
323,11470924
324,24188086
325,15985255
326,5089165
327,3257840
328,5945087
329,2676024
330,3083506
331,1551186
332,11588276
333,37497530
334,26966330
335,12745076
336,31933481
337,29604680
338,12892424
339,6947674
340,22872091
341,8173133
342,21668938
343,4612119
344,31378272
345,33652121
346,15889651
347,2950896
348,22528994
349,2690793
350,32385034
351,5279297
352,13458446
353,18809402
354,23658200
355,10155703
356,36065137
357,34235258
358,12341304
359,21215456
360,22048659
361,13064857
362,17863248
363,27516243
364,35987906
365,33789260
366,21526473
367,34875555
368,18237603
369,35159100
370,16366131
371,29982272
372,9502530
373,36214448
374,4774624
375,26171759
376,27037901
377,37041594
378,1815285
379,6526948
380,10949600
381,26119419
382,5707497
383,13773697
384,33526894
385,32149229
386,36509990
387,24087039
388,11227789
389,31111725
390,25116900
391,10533085
392,33633981
393,20084584
394,8429153
395,17560751
396,36146642
397,15369958
398,16497925
399,22477157
400,23639860
401,10323796
402,7465606
403,20352552
404,33296027
405,16068369
406,35352153
407,4206745
408,18432390
409,32984166
410,29041834
411,11619003
412,4762711
413,8121151
414,4633132
415,34249300
416,12810325
417,18330421
418,37554634
419,37000334
420,35864277
421,33890811
422,35649793
423,34051834
424,35415687
425,29849787
426,27055207
427,32846522
428,18139372
429,36774164
430,13940472
431,34978736
432,32174875
433,4719593
434,14086149
435,36054226
436,25466817
437,16351057
438,3019098
439,8655757
440,4884919
441,29589879
442,14162328
443,15910230
444,26459739
445,776531
446,9302207
447,10042814
448,33937157
449,35232604
450,15142883
451,15302157
452,24721765
453,30491016
454,1669134
455,22997058
456,32950826
457,4693188
458,18027694
459,15608200
460,18134513
461,35426966
462,4179854
463,23794387
464,10977691
465,16254661
466,1411062
467,23892748
468,20809371
469,12230590
470,31617079
471,25468795
472,21372953
473,18255626
474,29812172
475,16510345
476,11254657
477,24934859
478,37401000
479,26164343
480,30026888
481,9740393
482,11073833
483,8998868
484,3003163
485,5970566
486,7818706
487,33888661
488,25884435
489,13211415
490,5133358
491,13480294
492,28534766
493,29433937
494,33766286
495,35515323
496,24419824
497,29290346
498,17120757
499,22900380
500,16286048
501,20590388
502,35836222
503,18689945
504,28556231
505,10747055
506,26297381
507,30452698
508,3504289
509,23797178
510,25361505
511,10237350
512,11313197
513,24074713
514,10448458
515,28328306
516,858745
517,35426981
518,34494864
519,1544169
520,16727047
521,5290835
522,14405534
523,19626220
524,193098
525,19272450
526,30226666
527,17573469
528,23749858
529,25192618
530,7612930
531,7121122
532,12897731
533,31439200
534,11362590
535,20297165
536,9914853
537,34722358
538,14036229
539,32648641
540,34719759
541,30085546
542,29396981
543,905362
544,25834258
545,34088653
546,36433438
547,8944617
548,24294106
549,12818344
550,23692742
551,37057768
552,35435693
553,18103603
554,9396518
555,29467421
556,37067691
557,684739
558,3081290
559,21361751
560,19914308
561,23421675
562,26877351
563,7262304
564,18252218
565,15660140
566,14989107
567,30417393
568,33848496
569,18561937
570,11010544
571,15200053
572,33182699
573,17882319
574,26503962
575,25123997
576,25495269
577,28867008
578,774934
579,28099084
580,30353718
581,10750809
582,16927895
583,24903218
584,14236187
585,1769354
586,13029070
587,9617949
588,25086079
589,28166635
590,37135603
591,8341936
592,20617823
593,29730665
594,28464771
595,32000330
596,6507021
597,32688262
598,30350297
599,8169304
600,17910944
601,32467525
602,27782598
603,29764476
604,3170239
605,13441016
606,24941002
607,550248
608,3463800
609,17861863
610,19728444
611,15082476
612,36240252
613,54100
614,7119913
615,23766915
616,34033896
617,22694021
618,21752656
619,6670255
620,28658357
621,33872559
622,20042277
623,31288749
624,5105089
625,25708689
626,31407418
627,11021474
628,28396162
629,18119320
630,29591992
631,16902740
632,12816580
633,11916819
634,33519056
635,27697115
636,35733858
637,17082445
638,2253548
639,4988035
640,32613674
641,5502012
