,0
0,36325139
1,9398405
2,19412557
3,15128847
4,247990
5,28612934
6,21217313
7,33887535
8,5512515
9,32396631
10,33961385
11,23943749
12,34556171
13,17412318
14,32659118
15,6801690
16,30077168
17,11913102
18,37319582
19,2542917
20,37414394
21,20919756
22,17475703
23,15742492
24,27408747
25,6258013
26,33493096
27,8987923
28,30724338
29,9428871
30,37361104
31,11512472
32,8053986
33,9556380
34,3270238
35,24963835
36,21685559
37,1765050
38,20097376
39,22526024
40,28418900
41,12907297
42,416530
43,20200432
44,26631401
45,16514323
46,32137820
47,20272969
48,26434885
49,3555601
50,20696569
51,20880720
52,2305769
53,9045772
54,11164601
55,19468310
56,18260641
57,25248977
58,29564942
59,11847620
60,33725153
61,12385110
62,16552944
63,22030084
64,15166422
65,1222094
66,19579002
67,14769804
68,18919139
69,32419995
70,16257339
71,7828629
72,2459476
73,10415609
74,34816979
75,24598474
76,3265696
77,32115607
78,30537519
79,6264130
80,17008706
81,1167137
82,18691547
83,18799149
84,34674897
85,28099918
86,12099843
87,32371073
88,20175429
89,30906976
90,9175369
91,21737788
92,14370260
93,6175026
94,37305445
95,14856915
96,14882998
97,2245060
98,8065724
99,35125340
100,11545954
101,5341904
102,24321072
103,4555166
104,23739083
105,30646394
106,10205608
107,31649236
108,16065417
109,17424017
110,2324321
111,15010266
112,2812880
113,34890914
114,9861713
115,9919579
116,8237307
117,33903393
118,681465
119,7314738
120,20381296
121,35567272
122,21096287
123,29537258
124,30635597
125,4214422
126,6303414
127,32435512
128,10434715
129,1547379
130,4343500
131,20328103
132,6493533
133,1618842
134,30616592
135,3108843
136,32087164
137,36580780
138,19607076
139,19409399
140,14545184
141,13347669
142,13552807
143,19310487
144,6259712
145,24880300
146,30603043
147,36255195
148,31942659
149,19048559
150,4989996
151,15996754
152,8469648
153,33520883
154,1596339
155,27427605
156,24534338
157,22639521
158,30879715
159,34209232
160,5023561
161,36254915
162,13327523
163,9236114
164,29160187
165,18837304
166,21648389
167,18355654
168,1221088
169,23990195
170,21256038
171,36273238
172,33677641
173,1858432
174,28578490
175,21855612
176,2463257
177,27519150
178,32651520
179,23329316
180,7327547
181,5319140
182,11662645
183,5044886
184,32005756
185,17785412
186,3999799
187,15000444
188,8346650
189,33427620
190,28178423
191,13871312
192,22805053
193,3337684
194,29869358
195,18417602
196,32702344
197,12246644
198,6646536
199,29821088
200,10600493
201,35251025
202,24999830
203,19210688
204,25676599
205,17511351
206,3278302
207,6619412
208,18174424
209,15172437
210,11371404
211,17181328
212,9468810
213,15874911
214,14431305
215,32943166
216,37193201
217,31285917
218,6269369
219,15327220
220,8726938
221,22657088
222,3746569
223,8316973
224,3429890
225,22230387
226,21340070
227,31373787
228,20675796
229,2503118
230,19704490
231,7154803
232,15901922
233,2760188
234,11889008
235,35312861
236,35261231
237,36875451
238,7104879
239,25626751
240,10454295
241,34085943
242,7050575
243,15681560
244,8239416
245,13568661
246,8416666
247,5794613
248,17537677
249,17574919
250,36132702
251,18808220
252,3731595
253,4928213
254,33716206
255,23537517
256,2094348
257,19762962
258,15604593
259,1561189
260,300261
261,12874258
262,13752626
263,21641616
264,25790527
265,1132820
266,21236574
267,5734556
268,27294550
269,5037647
270,16749942
271,19909538
272,2000856
273,1472545
274,24458422
275,28400426
276,13881361
277,36031297
278,28947674
279,12269998
280,18093699
281,4230070
282,4922405
283,13466984
284,22101761
285,21211951
286,25336051
287,16057378
288,5271160
289,20329717
290,16590741
291,20460573
292,25716622
293,25398676
294,36619109
295,9032155
296,9425994
297,8020688
298,31323639
299,4862996
300,9909091
301,31755484
302,18664664
303,18024986
304,30713901
305,21878714
306,3227776
307,5649822
308,7930394
309,20864066
310,9682155
311,19367946
312,27508287
313,19516617
314,2769973
315,18507253
316,21416575
317,33361386
318,757420
319,36516383
320,35484586
321,18210488
322,26967779
323,24711694
324,11381620
325,28539398
326,34667478
327,5047699
328,1162557
329,10172907
330,17773636
331,5285854
332,30237558
333,16845313
334,23553981
335,21537658
336,19604184
337,21907591
338,18882868
339,30058570
340,34776834
341,8252135
342,25140006
343,790026
344,5977000
345,12283261
346,12877803
347,18154426
348,21872211
349,11778007
350,29647604
351,6010295
352,31731503
353,18132404
354,37305591
355,13989148
356,2025141
357,31839640
358,18700388
359,26659878
360,7840136
361,4958799
362,19967486
363,14809057
364,29651778
365,11415471
366,18090802
367,712196
368,24874236
369,4115702
370,35259955
371,29203451
372,1254676
373,28509367
374,37602692
375,11415097
376,37259572
377,7979402
378,1778540
379,29814896
380,14720780
381,15093898
382,12137916
383,18986504
384,36406499
385,8337687
386,6450064
387,8211254
388,16633249
389,18732699
390,22024678
391,36149619
392,14117917
393,13275497
394,30780753
395,33791512
396,31753152
397,7281277
398,37202474
399,33930529
400,11635388
401,10084914
402,19787329
403,805027
404,22288354
405,10459843
406,32446622
407,17654457
408,13253196
409,4838666
410,6863952
411,13593491
412,32624008
413,10332270
414,36188666
415,13580202
416,754089
417,22549386
418,23530519
419,6727753
420,623996
421,29554967
422,32474183
423,10559519
424,34836533
425,11828837
426,12144232
427,10697571
428,4491413
429,15547053
430,29113240
431,3929008
432,6351358
433,34372309
434,2543513
435,10066719
436,29212663
437,13132908
438,23447905
439,33524682
440,27652907
441,37435411
442,17150341
443,27617649
444,29059290
445,26570330
446,26710524
447,5308136
448,21314254
449,9210233
450,11992348
451,17743370
452,19000764
453,36413258
454,19007748
455,32711753
456,30275284
457,7453826
458,30991166
459,4836595
460,20684618
461,11390252
462,29782570
463,24599225
464,30620989
465,24624890
466,15004813
467,15376040
468,31339511
469,1458288
470,2426985
471,35020449
472,28917587
473,22574312
474,24186321
475,22667946
476,557883
477,23122389
478,20137850
479,22345320
480,10261751
481,24271851
482,12658887
483,21158081
484,7828703
485,10023117
486,27021578
487,12273979
488,24085269
489,17948332
490,977901
491,30824509
492,34480079
493,6025254
494,11520531
495,35045206
496,11035761
497,24961540
498,3187742
499,26240519
500,1108765
501,13927214
502,37347415
503,10851684
504,21994954
505,23885971
506,9801699
507,13582500
508,8812726
509,30023085
510,6295004
511,2884988
512,3440566
513,31489196
514,7968968
515,21541846
516,11079999
517,14276262
518,706408
519,8958410
520,20774240
521,32038735
522,15975793
523,14073192
524,3983069
525,31545435
526,11456233
527,16346552
528,20221241
529,31950449
530,32712839
531,10203745
532,26339745
533,14408917
534,9111496
535,16440913
536,16576972
537,5343460
538,10127717
539,28950539
540,20647040
541,7447487
542,26864273
543,31340249
544,28445891
545,14935516
546,16556371
547,7784352
548,17686428
549,2920029
550,42789
551,31596008
552,8275434
553,12458203
554,3151344
555,1780473
556,16707898
557,30601671
558,36286102
559,25717686
560,34929629
561,22518983
562,12594587
563,35110873
564,29626351
565,26451072
566,19100600
567,19695390
568,25622515
569,3754609
570,32833002
571,11147175
572,33798789
573,4936692
574,20897287
575,35241736
576,21146129
577,3866258
578,34155327
579,30720551
580,25202219
581,28897003
582,24467131
583,18136730
584,34280409
585,30483122
586,33282166
587,18070608
588,32069280
589,34434433
590,37161249
591,29056260
592,36577703
593,29274262
594,19657477
595,7982882
596,30015893
597,28172100
598,23642271
599,35354757
600,11729936
601,1941436
602,35535981
603,9775447
604,32784261
605,27301899
606,19385415
607,23233437
608,22656715
609,10688894
610,25870416
611,337053
612,33884536
613,12624408
614,27945162
615,21397176
616,9576837
617,23815804
618,35886446
619,28396498
620,7848747
621,30543449
622,14208037
623,25560676
624,18904996
625,18053349
626,2783658
627,4838190
628,986187
629,1293132
630,35060155
631,2211614
632,3459452
633,35247108
634,5072752
635,8862386
636,16959731
637,12188519
638,34963918
639,26693473
640,19702553
641,13674469
642,29470061
643,5126749
644,1839025
645,27192517
646,27214469
647,27167273
648,28678375
649,21140650
650,20647050
651,35023572
652,13716511
653,11278516
654,19747025
655,33251999
656,1454203
657,20715281
658,30565139
659,31675342
660,31645113
661,3450267
662,11649365
663,26774255
664,4099286
665,17774848
666,3607330
667,17884990
668,27172580
669,13971432
670,34984742
671,20731446
672,28589696
673,24375057
674,18147616
675,22512604
676,30339965
677,14373135
678,9750710
679,9557054
680,11468090
681,20624208
682,35424358
683,22649228
684,642798
685,21368854
686,7653040
687,32739724
688,34234975
689,33663711
690,11545335
691,10289511
692,22564444
693,16574721
694,19411348
695,30045812
696,9205824
697,3350022
698,12243687
699,34206480
700,690999
701,2155895
702,20363211
703,28706380
704,9788767
705,19870332
706,10247325
707,24877742
708,29531087
709,12925661
710,21447260
711,15758087
712,17907433
713,20929066
714,24520957
715,6630053
716,3763555
717,7400430
718,35508535
719,105113
720,23175334
721,7987667
722,18315256
723,2930186
724,36912319
725,18076065
726,25634706
727,15243348
728,10409025
729,26267510
730,9892572
731,6798179
732,29270936
733,25868003
734,35659321
735,4280424
736,21578202
737,15693825
738,19229386
739,34364836
740,26706039
741,17562912
742,26712278
743,32390417
744,35597137
745,15983571
746,10879132
747,37359003
748,35094023
749,30739477
750,37111328
751,3134146
752,25488736
753,3859019
754,17187599
755,23081054
756,20252213
757,24176677
758,18972687
759,7850487
760,14743282
761,17544943
762,30312974
763,3697758
764,10422147
765,31389167
766,17992054
767,24402063
768,29933334
769,27450668
770,24521215
771,4750196
772,30564280
773,24688233
774,623395
775,15750467
776,25741260
777,37638754
778,13138508
779,10128977
780,20064546
781,32355896
782,19667483
783,12662577
784,9858250
785,19905902
786,8205690
787,34239544
788,25817261
789,7791226
790,27606210
791,29363999
792,19104738
793,36653424
794,8378730
795,12939647
796,35266046
797,36775481
798,27517717
799,28154349
800,2007804
801,28394215
802,18142271
803,1082423
804,17279114
805,18713883
806,31166854
807,4914381
808,12095855
809,6451387
810,32778840
811,24178372
812,8837781
813,12567210
814,12020825
815,12967414
816,5200146
817,34971487
818,25085488
819,25803709
820,5992059
821,8144316
822,24838283
823,17213468
824,3504284
825,3832697
826,16065442
827,32009074
828,35594519
829,29788483
830,20296398
831,8068784
832,36389747
833,12039752
834,24640292
835,9219493
836,10679960
837,11292748
838,19666491
839,35361952
840,31490003
841,27138528
842,36856770
843,19458703
844,15982112
845,17663641
846,33036225
847,24463164
848,2510265
849,11439074
850,4609419
851,10582891
852,7831730
853,37068392
854,506724
855,27857808
856,25804283
857,4926002
858,3233268
859,16348751
860,7920751
861,10408849
862,29434062
863,34624074
864,5553888
865,7362397
866,32658309
867,20792351
868,7014552
869,22826581
870,14589866
871,8770264
872,18686851
873,37357070
874,16600293
875,16327648
876,18989019
877,22650345
878,13917864
879,1827686
880,28773052
881,17756498
882,25977797
883,27751577
884,13294309
885,35253934
886,24184567
887,17061994
888,23885830
889,23499627
890,37623619
891,4714282
892,4001990
893,12314114
894,27104361
895,20711072
896,12342175
897,14324222
898,28280707
899,13891651
900,175254
901,13869658
902,5085917
903,17846899
904,21300337
905,6512904
906,17535771
907,8627789
908,24738034
909,18811887
910,1416727
911,9753130
912,24130772
913,36937620
914,8813625
915,11283808
916,4340390
917,27451934
918,29228250
919,11653010
920,35537034
921,32050464
922,21602494
923,2571038
924,19929507
925,21236636
926,6052102
927,36104833
928,29041331
929,24981480
930,10480529
931,29670067
932,16520801
933,12292419
934,16770233
935,18872986
936,21164708
937,3960083
938,9483035
939,32401221
940,396117
941,8516542
942,17899136
943,22944836
944,12070634
945,27946401
946,2057714
947,5479276
948,15155789
949,7981102
950,17764217
951,15158308
952,33768963
953,33443585
954,16983695
955,29294649
956,28618768
957,1214732
958,6582082
959,10641051
960,14802223
961,4648630
962,9761086
963,36572896
964,24295891
965,37442980
966,7775222
967,24627411
968,18610059
969,9145555
970,1092304
971,24824912
972,16200749
973,3050822
974,36068018
975,17942958
976,15770307
977,22550862
978,708504
979,6333810
980,34985412
981,15160445
982,16402472
983,23090224
984,33904078
985,18630143
986,8308623
987,14207014
988,8831258
989,8786312
990,16301406
991,33663937
992,14876797
993,4168207
994,9194408
995,22753673
996,3173313
997,8597300
998,30701858
999,15354414
1000,2999447
1001,20308694
1002,17645910
1003,7580705
1004,24481906
1005,6927206
1006,34583417
1007,20862265
1008,30956082
1009,1820946
1010,21883563
1011,7293661
1012,35072619
1013,2267804
1014,25470076
1015,1634520
1016,30776515
1017,17747840
1018,4771104
1019,4684050
1020,13023482
1021,20313823
1022,17586177
1023,29478426
1024,9634644
1025,26334285
1026,5730374
1027,28632136
1028,36692250
1029,17760577
1030,11331623
1031,31283481
1032,26754684
1033,763263
1034,9483277
1035,17554800
1036,9462441
1037,18516276
1038,21795906
1039,18090957
1040,33566561
1041,26405241
1042,9368827
1043,24352474
1044,26469058
1045,14679913
1046,23630427
1047,37022025
1048,18429585
1049,1332922
1050,36391636
1051,37156245
1052,6452085
1053,27059329
1054,981870
1055,14054079
1056,30367015
1057,2211290
1058,15658729
1059,32250641
1060,10343679
1061,13789448
1062,20626877
1063,34069893
1064,11273403
1065,1793527
1066,17532398
1067,19862057
1068,29527277
1069,26883394
1070,8712560
1071,28967794
1072,18482042
1073,12689603
1074,35634294
1075,26124628
1076,24475824
1077,15598189
1078,3713134
1079,26436155
1080,29029058
1081,9872666
1082,6902934
1083,11292709
1084,36297117
1085,37223176
1086,28791427
1087,14359883
1088,8103278
1089,35321177
1090,12401983
1091,29637643
1092,31288987
1093,15426879
1094,11876113
1095,14413929
1096,12302030
1097,26319912
1098,27124631
1099,31572274
1100,33851918
1101,25200906
1102,34968504
1103,7737609
1104,17233152
1105,36414402
1106,35030754
1107,13012016
1108,17748811
1109,6165278
