,0
0,15457887
1,14953485
2,10255892
3,10895114
4,33936726
5,33641865
6,8720842
7,131589
8,13270397
9,15288006
10,6345309
11,27644460
12,35143989
13,23138033
14,17173565
15,2211221
16,16824822
17,5647525
18,21521975
19,16994945
20,3756427
21,10168631
22,25570347
23,10293423
24,28256082
25,6615115
26,29704672
27,21499857
28,22738081
29,26591023
30,9974449
31,5344644
32,8886272
33,25919112
34,22587921
35,17030488
36,12017227
37,34709705
38,35440362
39,1333466
40,3714389
41,18632378
42,16865382
43,2615712
44,8425831
45,17751396
46,28536593
47,25582101
48,28754627
49,11280911
50,8582649
51,15938762
52,10981481
53,13530025
54,34629613
55,24019914
56,35738534
57,28441693
58,36854922
59,12115243
60,23468774
61,19791809
62,21599629
63,12437912
64,12407307
65,32136051
66,30686185
67,36092141
68,21505499
69,33091949
70,18149624
71,11789679
72,14433946
73,619865
74,8116172
75,16889163
76,16607167
77,27768292
78,4869415
79,20485981
80,30294361
81,31430743
82,21295181
83,12373339
84,15459445
85,30713856
86,33354854
87,28084882
88,25062755
89,12676768
90,3486245
91,36429126
92,9797558
93,27910190
94,16145450
95,22325053
96,29916991
97,35988163
98,22067147
99,16987394
100,14294046
101,34140378
102,31718548
103,6778605
104,19644549
105,7424539
106,21852452
107,19599885
108,9079979
109,7103789
110,11095054
111,19263337
112,35830787
113,36922921
114,26648471
115,32490366
116,24177416
117,23064903
118,4916066
119,21646981
120,34960521
121,29693536
122,5310255
123,16180072
124,9224396
125,10767312
126,13725360
127,30040106
128,36436888
129,33554431
130,17201649
131,12805773
132,24400518
133,2112284
134,1184766
135,662522
136,6919023
137,33536491
138,23146319
139,27053133
140,8154113
141,3345924
142,16515957
143,17602820
144,8447214
145,13500361
146,32602602
147,15197323
148,20775923
149,10738132
150,10908027
151,25870298
152,9716878
153,33983370
154,24751570
155,12575811
156,13454501
157,21646923
158,28930387
159,23162873
160,1681786
161,15083227
162,7963774
163,28767901
164,27003561
165,21622004
166,27834750
167,16891405
168,15219596
169,562231
170,11817085
171,23964394
172,31499040
173,7279304
174,15150066
175,20708677
176,6492863
177,12801192
178,23585277
179,539
180,8075384
181,409603
182,8588602
183,33867162
184,11527430
185,19890236
186,1183478
187,8090166
188,33867983
189,7156118
190,19654472
191,5557733
192,26766724
193,1579301
194,9510929
195,5964113
196,5406944
197,6712306
198,31532563
199,27049126
200,15196556
201,15705713
202,23628147
203,13943266
204,15802715
205,27409653
206,9269745
207,3252475
208,3975691
209,25947028
210,28413866
211,26993750
212,9965064
213,3671483
214,20636703
215,36794231
216,36637018
217,9633639
218,11186011
219,10086887
220,8103526
221,948432
222,7075052
223,22344173
224,17866868
225,4830171
226,30657926
227,29781117
228,35328917
229,35744941
230,33690403
231,22731934
232,15587491
233,12223656
234,11501127
235,31250825
236,20318055
237,22813232
238,4131538
239,4062966
240,6730185
241,36003758
242,10479869
243,14410134
244,18032508
245,5611581
246,32226805
247,14638854
248,11191001
249,874202
250,16908614
251,8172856
252,33673242
253,9628750
254,22950169
255,23599437
256,6734952
257,12250193
258,25422435
259,29374013
260,17852383
261,216396
262,36785586
263,19983642
264,6469167
265,3873971
266,10797693
267,3380192
268,5243596
269,17486125
270,29959983
271,13978522
272,6210840
273,18395498
274,33205113
275,5988787
276,16331164
277,3979461
278,31553834
279,31787267
280,27328260
281,11239527
282,16755450
283,36375034
284,36734069
285,19069360
286,28225376
287,6496235
288,25750917
289,4916371
290,26214871
291,24514233
292,14895208
293,14670000
294,2002517
295,27466741
296,4000329
297,14263972
298,10988775
299,30945081
300,30170700
301,23175913
302,21075357
303,20001658
304,20378525
305,4593754
306,23560746
307,12814939
308,23089940
309,9480212
310,31055209
311,91640
312,33786499
313,12363836
314,21022162
315,35285668
316,4954510
317,6823569
318,37206586
319,12304874
320,14622641
321,6400528
322,34399447
323,19015905
324,36560985
325,25359032
326,30687209
327,25372788
328,31831165
329,14889820
330,31862513
331,26882527
332,12752346
333,2932593
334,8330031
335,33939897
336,9678167
337,31862916
338,8255274
339,3327116
340,25679520
341,10841202
342,32907981
343,3200280
344,28859059
345,3823580
346,16727760
347,9107300
348,31866404
349,13401844
350,3861701
351,16237332
352,5224154
353,34599845
354,35336108
355,31221947
356,9776742
357,11204330
358,10828653
359,30344716
360,5531537
361,31926368
362,7753185
363,25540540
364,17651386
365,24971956
366,9855271
367,22685212
368,13588430
369,25051935
370,20289458
371,8183859
372,371723
373,37006938
374,5653458
375,4827766
376,4038204
377,36927114
378,3617393
379,32781880
380,15126077
381,11703106
382,30233761
383,17132853
384,7648010
385,21123337
386,32406214
387,30910372
388,10482773
389,6252758
390,14262244
391,35816007
392,17115400
393,28542134
394,28960911
395,5798969
396,21320133
397,21292690
398,31588156
399,8562780
400,3062482
401,5217197
402,6705918
403,29631155
404,35009896
405,12808524
406,14295037
407,35650511
408,31738160
409,16047045
410,8362289
411,13439926
412,2292380
413,4765836
414,13998065
415,13816584
416,33058631
417,15654690
418,17942820
419,19626498
420,19445099
421,14843784
422,1761250
423,1431759
424,2493285
425,37646301
426,12461521
427,33467879
428,19962700
429,10828999
430,4082426
431,2266708
432,15913054
433,34552684
434,2292144
435,17205329
436,15309787
437,21557768
438,27004607
439,8348158
440,1450257
441,23067967
442,15479824
443,33175924
444,18390694
445,6686447
446,19723644
447,7711102
448,30182187
449,23745843
450,26809500
451,9607182
452,18851876
453,22839102
454,34069375
455,6968112
456,27158598
457,21475464
458,16063144
459,16702079
460,639611
461,23500912
462,13218654
463,20664167
464,13711333
465,13389180
466,27577449
467,8251303
468,19751856
469,25843414
470,15433911
471,33302327
472,22748860
473,36074106
474,27979547
475,30531852
476,12552927
477,15057018
478,35334663
479,32863385
480,19935306
481,519072
482,16638224
483,18448281
484,2285796
485,27249727
486,4334870
487,32510503
488,28189168
489,6168205
490,13483352
491,30204263
492,1317444
493,35699511
494,14159844
495,19006390
496,20723176
497,17053134
498,35848506
499,15583727
500,19813022
501,12543749
502,17111828
503,18782520
504,12564040
505,6628830
506,5325900
507,30432057
508,36406251
509,32797336
510,18710239
511,32347766
512,6362549
513,1571279
514,7866473
515,23296867
516,32233039
517,6267234
518,25940939
519,13871317
520,20168891
521,32359054
522,6407999
523,28743
524,25955108
525,3519626
526,24081977
527,6885519
528,9714902
529,24867103
530,14469018
531,13402744
532,27780025
533,33085718
534,27455102
535,1251161
536,37179051
537,35488043
538,29438989
539,14176796
540,21033268
541,31306147
542,26025898
543,31907500
544,21330940
545,952895
546,15794082
547,19597485
548,21613907
549,9807346
550,34281294
551,25267384
552,11144626
553,18745489
554,20054414
555,3043375
556,30910173
557,7287654
558,4486622
559,5533813
560,24727930
561,22675367
562,6156009
563,9142696
564,6006588
565,37512688
566,20938467
567,29132351
568,23273228
569,7134204
570,12080589
571,968040
572,11242582
573,35100499
574,6238021
575,22926545
576,35356815
577,11081293
578,15847647
579,18801653
580,36507430
581,35243008
582,18843270
583,32640638
584,10822842
585,22090713
586,16731954
587,34514362
588,9299743
589,9473905
590,9740673
591,30245890
592,13279129
593,27901693
594,25512353
595,28227665
596,17411317
597,35712759
598,15250265
599,23774394
600,13627035
601,14805434
602,11188459
603,27350282
604,17876012
605,3915458
606,19481228
607,32914183
608,16766907
609,31277037
610,16286357
611,18939119
612,13464180
613,7633126
614,4857751
615,29094933
616,3202277
617,18748025
618,19172864
619,1753641
620,295343
621,19038355
622,1245230
623,26984390
624,21905587
625,14585967
626,13198751
627,28013245
628,28619943
629,7325040
630,2675491
631,34218271
632,5573849
633,18306214
634,12426118
635,17664943
636,15207440
637,904028
638,23410991
639,26150732
640,32040368
641,7487301
642,26879069
643,20234452
644,3711473
645,10383059
646,36677283
647,13417135
648,35261523
649,35583525
650,8493664
651,13040069
652,37217477
653,27247736
654,16033873
655,11025715
656,28910313
657,20614184
658,11320785
659,24999292
660,3000277
661,22667435
662,34973389
663,11697965
664,23894814
665,10865914
666,8671102
667,4985620
668,23076430
669,22527353
670,22469735
671,31115816
672,8347471
673,2290041
674,15549122
675,9205938
676,6332173
677,17118592
678,703479
679,5571204
680,4394114
681,24374394
682,27174058
683,15703833
684,32305351
685,13019802
686,17857749
687,9695558
688,17417390
689,19739932
690,13214784
691,24315388
692,15946053
693,26841359
694,15219028
695,11437987
696,18808516
697,21789010
698,16303827
699,3892888
700,18144986
701,21399110
702,30289780
703,14013751
704,20745624
705,33399571
706,17185758
707,24602550
708,16699959
709,2893100
710,3482912
711,12934116
712,18182369
713,35817808
714,24751982
715,24796262
716,18613027
717,5751200
718,1311126
719,27316262
720,25287963
721,10552201
722,20279128
723,18671422
724,34122367
725,36350293
726,19803736
727,9254733
728,37459279
729,178789
730,690485
731,11412545
732,7621851
733,18651655
734,11202871
735,14335956
736,4532270
737,31664966
738,37030645
739,23902195
740,28256665
741,34443144
742,23509749
743,11647215
744,6726032
745,25851237
746,3286451
747,11905663
748,5092495
749,17848150
750,10307260
751,25290658
752,12904888
753,30371387
754,13343586
755,10329049
756,31992978
757,29169194
758,25241729
759,17945061
760,1884605
761,31832940
762,33058087
763,1909658
764,36080768
765,12992992
766,14864238
767,18574875
768,31757165
769,2227476
770,25677042
771,23693147
772,2667933
773,30031355
774,26813359
775,21355294
776,27770061
777,31815902
778,25330474
779,623896
780,4019920
781,19038157
782,32248542
783,25000965
784,28640514
785,15278067
786,34410946
787,34239497
788,16001410
789,12225258
790,4922745
791,14934698
792,6398819
793,8716744
794,1987815
795,13346126
796,16872526
797,8041427
798,37280716
799,29566190
800,16413066
801,17045886
802,402456
803,25753590
804,11774132
805,6953398
806,20016278
807,25633918
808,8708554
809,16465739
810,25906231
811,16498631
812,21260078
813,31093051
814,1729630
815,9687102
816,20103586
817,23473963
818,12459768
819,11328717
820,30292614
821,15246605
822,20848895
823,21832599
824,16911858
825,28105156
826,15850395
827,29722852
828,2662469
829,11322509
830,25147543
831,4158788
832,21605476
833,15391255
834,30807636
835,21973272
836,32322519
837,29770602
838,19694080
839,16801206
840,17358480
841,10723540
842,35375973
843,32981118
844,15771349
845,20930253
846,16485971
847,1006149
848,12229502
849,36443377
850,24364737
851,22251176
852,15951835
853,23244460
854,31705216
855,871556
856,4910718
857,3974831
858,16718921
859,32550177
860,20218985
861,27245015
862,33052049
863,15091011
864,35757281
865,18844654
866,13174560
867,4287199
868,13964304
869,15220945
870,2670336
871,11702060
872,14616470
873,34597966
874,28879256
875,16793493
876,20788362
877,8768343
878,15768673
879,36941299
880,5200518
881,12796299
882,14144341
883,23411907
884,6299601
885,3418213
886,15802195
887,23305628
888,14781829
889,33344240
890,6447915
891,28837942
892,33161463
893,13134124
894,26546849
895,32432711
896,29197295
897,12163390
898,24946416
899,4465047
900,13340105
901,4763199
902,22036149
903,29787481
904,35330689
905,17920757
906,5630800
