,0
0,1734135
1,3686261
2,5163586
3,14411160
4,18763377
5,26978998
6,33187257
7,28520121
8,34081041
9,36086309
10,3156891
11,11379944
12,37058729
13,7278331
14,16941639
15,29698098
16,19933657
17,18936637
18,20549340
19,35661539
20,21479924
21,2110784
22,36113357
23,7081513
24,29673202
25,26453512
26,23294370
27,31311963
28,23167841
29,16630573
30,5261818
31,19872154
32,36492841
33,22126821
34,16362323
35,18581000
36,2489302
37,36246502
38,13169875
39,35708135
40,33925882
41,15930366
42,11415927
43,26977901
44,32389428
45,8833148
46,368121
47,23563814
48,5022469
49,32619240
50,10107097
51,25006159
52,19161446
53,1763795
54,34388885
55,22904164
56,21584408
57,14395308
58,9564637
59,27806172
60,36345836
61,23119477
62,6479072
63,29022447
64,3815366
65,28046174
66,14305174
67,28840722
68,1611988
69,19551480
70,17878550
71,32931475
72,26707451
73,12386984
74,30396975
75,13387796
76,20172983
77,7393490
78,9593690
79,7520683
80,24397427
81,29627818
82,19371075
83,17395640
84,6125459
85,1162597
86,26865302
87,12629310
88,31843223
89,17959776
90,23959506
91,34008492
92,35625635
93,20596663
94,14212647
95,16592344
96,16604152
97,5720668
98,36356051
99,33525069
100,13144406
101,16311218
102,17038781
103,26718215
104,16477206
105,3777599
106,434522
107,20468895
108,5248392
109,16356232
110,26762190
111,24989540
112,23762189
113,15732223
114,22914668
115,14525641
116,18343119
117,30214836
118,29718115
119,28063341
120,12696293
121,11785260
122,26812617
123,35510788
124,1557138
125,29282
126,4264216
127,15043456
128,19964927
129,5699566
130,7768422
131,33586121
132,12713521
133,13202133
134,5410905
135,35828324
136,29342426
137,34688306
138,36051607
139,10820228
140,15941717
141,36076462
142,6037974
143,24916627
144,33858811
145,13182728
146,4024955
147,28946450
148,5388680
149,9403411
150,24129955
151,715615
152,16024496
153,29718308
154,27073608
155,9308402
156,25862140
157,12503531
158,32221096
159,23672412
160,3289085
161,6964836
162,21687654
163,34394426
164,2624211
165,28180934
166,14269602
167,21991112
168,19624380
169,25234730
170,25314762
171,9046728
172,17717751
173,27105210
174,24824928
175,13231161
176,21124290
177,23179796
178,10641510
179,31153080
180,29936242
181,30569408
182,15531997
183,26490087
184,1682221
185,26151037
186,25447341
187,24061937
188,2433239
189,13610695
190,4783867
191,7010817
192,19508534
193,20034957
194,18676785
195,27369508
196,22016915
197,4696995
198,23956170
199,9083510
200,3912921
201,19239406
202,5171731
203,8762230
204,10504721
205,25923623
206,18438156
207,13598321
208,5243217
209,34376004
210,15183740
211,14278736
212,6682943
213,4922648
214,19097414
215,36155752
216,32465059
217,11611253
218,31618570
219,14940818
220,35801791
221,32795620
222,24028409
223,15188518
224,4347587
225,17640519
226,13941630
227,20078259
228,10428126
229,36316151
230,28911047
231,3949846
232,1697700
233,14376296
234,35716576
235,33237212
236,15665629
237,15847164
238,29920597
239,19856365
240,36351055
241,18753204
242,37550281
243,36510711
244,8420578
245,22487495
246,1395492
247,4316895
248,27148259
249,27723146
250,29391070
251,33289171
252,29929116
253,25198687
254,29029824
255,7944744
256,34660438
257,33098777
258,28608104
259,28942632
260,31023305
261,7644089
262,32135443
263,23401303
264,2649483
265,36461431
266,37443106
267,34604493
268,18561335
269,4999884
270,9299732
271,24350442
272,10251599
273,17942536
274,12696613
275,8233136
276,10450587
277,11352943
278,22937786
279,8065064
280,10200419
281,35549195
282,8120299
283,23926554
284,21945616
285,31869008
286,27856938
287,1653895
288,28760772
289,4876028
290,37346955
291,4385408
292,13745116
293,14075735
294,12269181
295,6492587
296,3815510
297,65335
298,27953753
299,13546068
300,18810483
301,701380
302,13182486
303,31619799
304,18535852
305,14589914
306,32224620
307,37209620
308,27728495
309,15275936
310,581796
311,12228202
312,8419279
313,8215169
314,8670190
315,2786875
316,33720907
317,23871031
318,4488654
319,4950366
320,27441256
321,20013860
322,17592709
323,13556963
324,32891289
325,35351242
326,4076485
327,32161906
328,1484384
329,17619028
330,23374174
331,34372610
332,2716134
333,6401450
334,10999652
335,34102175
336,5973448
337,20267510
338,20919969
339,10642621
340,16830536
341,1870699
342,4905256
343,5146783
344,20429221
345,12901406
346,29079214
347,19373644
348,24876821
349,22844504
350,31514093
351,11511357
352,12683836
353,7770452
354,31132701
355,16965521
356,15497371
357,5972269
358,22410842
359,8732851
360,18886485
361,16033647
362,10288862
363,2880536
364,1145658
365,24554610
366,11013398
367,12225398
368,6637300
369,15756892
370,30244069
371,18101207
372,36012521
373,666778
374,22678949
375,29702412
376,16443156
377,21794339
378,20356587
379,29301748
380,9409041
381,27218176
382,5260051
383,16645949
384,14315092
385,21341857
386,7604061
387,18534667
388,26299784
389,12029209
390,26004271
391,10822614
392,5102609
393,18876430
394,1646621
395,30934210
396,35901069
397,3443442
398,6908550
399,31780735
400,9396184
401,20659836
402,180912
403,4651769
404,8912043
405,23863263
406,3954047
407,11801972
408,33879061
409,10842765
410,29734708
411,16028922
412,37405734
413,24717821
