,0
0,14666523
1,14288968
2,21030716
3,30007810
4,8270475
5,18551314
6,24460724
7,2845871
8,863142
9,12023947
10,26495378
11,1144837
12,282178
13,13973672
14,6878854
15,27749165
16,37558434
17,17404620
18,6935744
19,35856313
20,1097884
21,1120548
22,5609633
23,28269152
24,2145145
25,15083392
26,22632845
27,11236193
28,2295393
29,25031081
30,5511782
31,28352451
32,9943205
33,16835924
34,8381365
35,25090145
36,15830643
37,10245151
38,24435228
39,9192749
40,30930854
41,33812357
42,4083677
43,7654212
44,19084594
45,6598293
46,25796553
47,33088924
48,12678394
49,2805971
50,12953458
51,3678335
52,17788043
53,16174205
54,22693117
55,32375592
56,2976908
57,18273945
58,37186391
59,26545828
60,1159796
61,231707
62,13308666
63,6530567
64,34701489
65,15667167
66,18654382
67,9600397
68,6738850
69,25346872
70,8350526
71,17744487
72,16064895
73,13032189
74,21438387
75,13169874
76,30672075
77,25341869
78,31657023
79,25374980
80,35824305
81,12903015
82,9086442
83,18666838
84,34242796
85,7393151
86,22544393
87,14996043
88,867929
89,4012533
90,19638347
91,15354202
92,18432854
93,13967400
94,23268534
95,18961401
96,10110557
97,20097305
98,26434942
99,17309320
100,5876829
101,9518495
102,8722329
103,23888692
104,24574041
105,11575714
106,28022828
107,26663269
108,23098714
109,10332564
110,33307363
111,32076378
112,22679545
113,1158206
114,36138502
115,215845
116,13048422
117,1380569
118,31646421
119,14497117
120,7748333
121,4334015
122,7451511
123,10380037
124,30496566
125,34714933
126,8726376
127,5244905
128,4327767
129,33540029
130,18095575
131,10504180
132,14643001
133,11429499
134,36112889
135,23413620
136,7654889
137,29616546
138,10106518
139,19041723
140,35504207
141,24194955
142,5668917
143,13735719
144,2489302
145,26454170
146,7421005
147,12962679
148,24174093
149,741566
150,29747954
151,19205070
152,34827934
153,19862381
154,6729594
155,5450033
156,16824516
157,11170453
158,8746812
159,16665585
160,14635378
161,12712879
162,22544769
163,5854103
164,21934956
165,9530878
166,29900675
167,2401657
168,15055436
169,25471434
170,10421396
171,6254606
172,16901416
173,21322181
174,28499234
175,4700017
176,19061681
177,16654089
178,33220332
179,16742817
180,13038637
181,6347329
182,26657020
183,36078294
184,17961764
185,16837878
186,17323688
187,13722378
188,6519371
189,3328564
190,21296644
191,8480762
192,30275091
193,31815531
194,27618844
195,1490162
196,34734891
197,9556382
198,318003
199,16928234
200,17990180
201,8748540
202,1473119
203,5385651
204,11143745
205,17658718
206,1762889
207,14469128
208,12286318
209,18195977
210,11446318
211,21155269
212,34181341
213,21196657
214,24744196
215,17446265
216,25518946
217,17593299
218,19684880
219,12561254
220,24321810
221,25254789
222,37060379
223,30834399
224,7440655
225,36872018
226,24085635
227,28280656
228,12900811
229,19704851
230,8729975
231,35180785
232,25246437
233,33863694
234,31395690
235,29959842
236,30370928
237,11926006
238,37032175
239,20134362
240,34125091
241,23012646
242,7813790
243,15241275
244,5332710
245,33943928
246,8466088
247,18633585
248,34959146
249,12908733
250,24244682
251,3844124
252,16784858
253,30942523
254,20305232
255,5218272
256,10198743
257,31934511
258,8170613
259,25687679
260,34178183
261,22681012
262,19399903
263,15431288
264,84011
265,30247873
266,35075573
267,2911375
268,29157237
269,32170549
270,27020279
271,72518
272,21056212
273,33908478
274,30166118
275,24882042
276,27348319
277,16278497
278,29909997
279,17378577
280,16191606
281,14024265
282,33261292
283,17932476
284,34144576
285,21198721
286,29364638
287,5461412
288,36707266
289,10935389
290,29108148
291,28814437
292,15260935
293,32859324
294,32168405
295,11294459
296,20652249
297,31571946
298,34075365
299,17505177
300,21445549
301,34077772
302,25029738
303,29100687
304,31867408
305,9468815
306,9172124
307,32345636
308,31441135
309,35123557
310,15492857
311,19697461
312,10273797
313,24955752
314,13042498
315,18718328
316,10593514
317,13044327
318,15115555
319,10464660
320,18776179
321,20742800
322,28857538
323,36409943
324,18277077
325,19566995
326,31258927
327,35833407
328,14762825
329,577810
330,23341205
331,13844591
332,33499
333,6078479
334,13050708
335,21537953
336,21431067
337,13755792
338,34075183
339,25468811
340,20697088
341,37565463
342,19710826
343,32760270
344,5928471
345,637674
346,34022968
347,21950297
348,3036928
349,13920463
350,8218901
351,18566032
352,5585497
